Date,Open,High,Low,Close,Volume,Adj Close,Gold,jpyusd,gbpusd,eurusd,Crude,Earnings,Div. yield,Dividend,CALLS,PUTS,TOTAL,P/C Ratio,p/e ratio,ADX+,ADX-,ADX,EMA22,SMA200,RSI22,TR,ATR22,sentiment score
2/19/2015,2099.25,2102.13,2090.79,2097.45,3247100000,2097.45,1206.82,0.8402,1.5414,1.1363,51.12,103.41,1.82,0,2151088,1908596,4059684,0.89,20.28,1.9,0,1.90,2053.87,1987.21,70.19,11.3400,8.3332,-5.0000
2/18/2015,2099.16,2100.23,2092.15,2099.68,3370020000,2099.68,1212.79,0.8425,1.5436,1.1401,52.13,103.41,1.82,0,2162383,2065445,4227828,0.96,20.30,0,1.07,1.07,2049.62,1986.14,69.60,8.1900,11.3495,-5.0000
2/17/2015,2096.47,2101.3,2089.8,2100.34,3361750000,2100.34,1209.22,0.8391,1.5344,1.1408,53.56,103.41,1.82,0,2068994,1968689,4037683,0.95,20.31,4.27,0,4.27,2045.98,1985.05,70.41,11.5000,10.3832,-1.0000
2/13/2015,2088.78,2097.03,2086.7,2096.99,3527450000,2096.99,1228.44,0.8421,1.5401,1.14,52.66,103.41,1.82,0,2543200,2460474,5003674,0.97,20.28,8.5,0,8.50,2042.62,1983.97,58.45,10.3300,19.5605,-1.0000
2/12/2015,2069.98,2088.53,2069.98,2088.48,3788350000,2088.48,1221.99,0.8394,1.5379,1.14,51.17,103.41,1.82,0,2655542,2308987,4964529,0.87,20.20,15.05,0,15.05,2039.38,1982.90,58.29,20.0000,15.6950,-3.0000
2/11/2015,2068.55,2073.48,2057.99,2068.53,3596860000,2068.53,1217.88,0.8314,1.5238,1.133,48.8,103.41,1.82,0,1845398,1778165,3623563,0.96,20.00,2.62,0,2.62,2036.66,1981.85,51.91,15.4900,23.7277,0.0000
2/10/2015,2049.38,2070.86,2048.62,2068.59,3669850000,2068.59,1233.4,0.8374,1.5253,1.1315,50.06,103.41,1.82,0,1779060,1718638,3497698,0.97,20.00,14.7,0,14.70,2036.40,1980.86,51.45,24.1200,14.7273,-18.0000
2/9/2015,2053.47,2056.16,2041.88,2046.74,3549540000,2046.74,1238.62,0.843,1.5211,1.1324,52.99,103.41,1.82,0,1552726,1661962,3214688,1.07,19.79,0,16.24,16.24,2033.64,1979.83,55.23,14.2800,22.0595,-2.0000
2/6/2015,2062.28,2072.4,2049.97,2055.47,4232970000,2055.47,1235.26,0.8415,1.5233,1.1318,51.66,103.41,1.82,0,2859147,2926084,5785231,1.02,19.88,8.85,0,8.85,2032.20,1978.99,58.84,22.4300,22.0577,-8.0000
2/5/2015,2043.45,2063.55,2043.45,2062.52,3821990000,2062.52,1264.28,0.8512,1.5331,1.1476,50.48,103.41,1.82,0,1944466,1864629,3809095,0.96,19.95,8.81,0,8.81,2031.07,1978.09,51.79,22.0400,18.2027,8.0000
2/4/2015,2048.86,2054.74,2036.72,2041.51,4141920000,2041.51,1268.82,0.8525,1.518,1.1333,48.45,103.41,1.82,0,1894598,1801523,3696121,0.95,19.74,4.44,0,4.44,2029.94,1977.17,46.65,18.0200,28.9305,-4.0000
2/3/2015,2022.71,2050.3,2022.71,2050.03,4615900000,2050.03,1260.23,0.8508,1.5142,1.1463,53.04,103.41,1.82,0,2181941,2082191,4264132,0.95,19.82,28.64,0,28.64,2031.05,1976.33,43.51,29.4500,40.2459,1.0000
2/2/2015,1996.67,2021.66,1980.9,2020.85,4008330000,2020.85,1273.67,0.8499,1.5024,1.1334,49.25,103.41,1.82,0,1793347,1898632,3691979,1.06,19.54,0,1.66,1.66,2030.98,1975.40,36.41,40.7600,30.4318,8.0000
1/30/2015,2019.35,2023.32,1993.38,1994.99,4538650000,1994.99,1283.8,0.8517,1.5062,1.1298,47.79,103.28,1.92,0,2306125,2639799,4945924,1.14,19.32,0,1.32,1.32,2032.70,1974.61,35.92,29.9400,35.2091,-11.0000
1/29/2015,2002.45,2024.64,1989.18,2021.25,4127140000,2021.25,1258.1,0.8451,1.5068,1.1327,44.12,103.28,1.92,0,2309914,2667313,4977227,1.15,19.57,0,17.85,17.85,2037.79,1973.85,36.33,35.4600,40.7482,10.0000
1/28/2015,2032.34,2042.49,2001.49,2002.16,4067530000,2002.16,1283.14,0.8513,1.5145,1.1275,44.08,103.28,1.92,0,2217565,2155161,4372726,0.97,19.39,0,5.37,5.37,2039.44,1972.89,40.46,41.0000,37.3536,-5.0000
1/27/2015,2047.86,2047.86,2019.91,2029.55,3329810000,2029.55,1292.35,0.8494,1.5185,1.137,45.84,103.28,1.92,0,1813041,1967782,3780823,1.09,19.65,0,9.76,9.76,2044.00,1971.96,41.61,37.1800,17.5832,2.0000
1/26/2015,2050.42,2057.62,2040.97,2057.09,3465760000,2057.09,1281.03,0.8446,1.5081,1.1235,44.8,103.28,1.92,0,1644141,1482116,3126257,0.9,19.92,0,5.36,5.36,2047.28,1970.98,45.40,16.6500,12.7936,-4.0000
1/23/2015,2062.98,2062.98,2050.54,2051.82,3573560000,2051.82,1293.82,0.8489,1.4989,1.1211,45.26,103.28,1.92,0,2133689,2726922,4860611,1.28,19.87,0,1.64,1.64,2047.61,1970.05,46.70,12.6100,37.0750,0.0000
1/22/2015,2034.3,2064.62,2026.38,2063.15,4176050000,2063.15,1302,0.8431,1.5008,1.1368,45.93,103.28,1.92,0,2378331,2325849,4704180,0.98,19.98,26.33,0,26.33,2048.51,1969.06,50.71,38.2400,26.7950,-1.0000
1/21/2015,2020.19,2038.29,2012.04,2032.12,3730070000,2032.12,1292.62,0.8481,1.5142,1.1611,47.85,103.28,1.92,0,2015790,2157592,4173382,1.07,19.68,9.35,0,9.35,2045.02,1967.96,54.17,26.2500,24.5318,3.0000
1/20/2015,2020.76,2028.94,2004.49,2022.55,3944340000,2022.55,1293.87,0.8427,1.5147,1.1554,46.79,103.28,1.92,0,2211783,1774339,3986122,0.8,19.58,8.48,0,8.48,2042.12,1967.13,52.42,24.4500,31.9814,0.0000
1/16/2015,1992.25,2020.46,1988.12,2019.42,4056410000,2019.42,1275.25,0.8502,1.5156,1.1565,48.49,103.28,1.92,0,3329893,3019787,6349680,0.91,19.55,0,0.89,0.89,2040.61,1966.46,50.36,32.3400,29.9918,5.0000
1/15/2015,2013.75,2021.35,1991.47,1992.67,4276720000,1992.67,1262.38,0.8608,1.5178,1.1626,46.37,103.28,1.92,0,2830928,2917555,5748483,1.03,19.29,2.95,0,2.95,2038.69,1965.82,47.87,29.8800,34.3759,-2.0000
1/14/2015,2018.4,2018.4,1988.44,2011.27,4378680000,2011.27,1228.61,0.8531,1.5232,1.1788,48.49,103.28,1.92,0,2607831,3027033,5634864,1.16,19.47,0,38.53,38.53,2041.30,1965.28,43.26,34.5900,48.0395,-10.0000
1/13/2015,2031.58,2056.93,2008.25,2023.03,4107300000,2023.03,1230.68,0.8483,1.5161,1.1775,45.92,103.28,1.92,0,2730119,2446276,5176395,0.9,19.59,7.63,0,7.63,2042.45,1964.59,49.60,48.6800,27.7182,1.0000
1/12/2015,2046.13,2049.3,2022.58,2028.26,3456460000,2028.26,1233.16,0.8449,1.5165,1.1829,46.06,103.28,1.92,0,1737766,1835104,3572870,1.06,19.64,0,15.13,15.13,2044.22,1963.76,47.59,26.7200,26.1282,-7.0000
1/9/2015,2063.45,2064.43,2038.33,2044.81,3364140000,2044.81,1220.73,0.8435,1.5164,1.1843,48.35,103.28,1.92,0,2200828,2176976,4377804,0.99,19.80,0.35,0,0.35,2046.30,1962.86,47.58,26.1000,37.6309,0.0000
1/8/2015,2030.61,2064.08,2030.61,2062.14,3934010000,2062.14,1208.76,0.8349,1.5079,1.1789,48.8,103.28,1.92,0,2603583,2215351,4818934,0.85,19.97,34.47,0,34.47,2048.35,1961.90,46.77,38.1800,27.5082,-2.0000
1/7/2015,2005.55,2029.61,2005.55,2025.9,3805480000,2025.9,1211.19,0.8381,1.5106,1.1833,48.69,103.28,1.92,0,2148831,2081724,4230555,0.97,19.62,0,0.64,0.64,2047.11,1960.92,38.39,27.0000,37.3186,-3.0000
1/6/2015,2022.15,2030.25,1992.44,2002.61,4460110000,2002.61,1218.53,0.8433,1.5139,1.1871,47.98,103.28,1.92,0,2598825,2895035,5493860,1.11,19.39,0,24.19,24.19,2048.07,1960.08,38.83,37.8100,40.7214,0.0000
1/5/2015,2054.44,2054.44,2017.34,2020.58,3799120000,2020.58,1204.54,0.8383,1.5252,1.1932,50.05,103.28,1.92,0,2262790,2789631,5052421,1.23,19.56,0,17.92,17.92,2051.54,1959.40,46.22,40.8600,26.9809,4.0000
1/2/2015,2058.9,2072.36,2046.04,2058.2,2708700000,2058.2,1187.4,0.8301,1.5333,1.2003,52.72,103.28,1.92,0,1900430,2310223,4210653,1.22,19.93,0,13.22,13.22,2054.61,1958.65,51.89,26.3200,27.5800,6.0000
12/31/2014,2082.11,2085.58,2057.94,2058.9,2606070000,2058.9,1183,0.8347,1.5588,1.21,53.45,103.14,1.92,39.26,2013319,1895037,3908356,0.94,19.96,0,2.91,2.91,2055.03,1957.67,52.87,27.6400,11.7945,-2.0000
12/30/2014,2088.49,2088.49,2079.53,2080.35,2440280000,2080.35,1200.3,0.8373,1.5558,1.2157,54.14,103.14,1.92,39.26,1481078,1473225,2954303,0.99,20.17,0,5.06,5.06,2056.58,1956.73,54.45,11.0400,7.9473,
12/29/2014,2087.63,2093.55,2085.75,2090.57,2452360000,2090.57,1183.17,0.8288,1.5509,1.2156,53.46,103.14,1.92,39.26,1495862,1271753,2767615,0.85,20.27,0.85,0,0.85,2056.49,1955.63,55.81,7.8000,10.6827,
12/26/2014,2084.3,2092.7,2084.3,2088.77,1735230000,2088.77,1195.31,0.8307,1.5553,1.2177,54.59,103.14,1.92,39.26,1762765,1278700,3041465,0.73,20.25,5.14,0,5.14,2055.53,1954.38,56.64,10.8200,5.9327,
12/24/2014,2083.25,2087.56,2081.86,2081.88,1416980000,2081.88,1174.8,0.8302,1.5559,1.2203,55.7,103.14,1.92,39.26,932653,829178,1761831,0.89,20.18,0.83,0,0.83,2054.17,1953.17,54.85,5.7000,8.0768,
12/23/2014,2081.48,2086.73,2079.77,2082.17,3043950000,2082.17,1176.37,0.8284,1.5515,1.2172,56.78,103.14,1.92,39.26,1921024,1650719,3571743,0.86,20.19,7.97,0,7.97,2052.97,1952.10,59.00,8.1900,9.4214,
12/22/2014,2069.28,2078.76,2069.28,2078.54,3369520000,2078.54,1176.11,0.8329,1.5583,1.2227,55.25,103.14,1.92,39.26,2117680,1591030,3708710,0.75,20.15,0.91,0,0.91,2051.42,1951.03,57.54,9.4800,16.4864,
12/19/2014,2061.04,2077.85,2061.03,2070.65,6465530000,2070.65,1194.7,0.8367,1.5625,1.2225,56.91,103.14,1.92,39.26,3012260,2646726,5658986,0.88,20.08,16.62,0,16.62,2049.95,1950.02,56.07,16.8200,46.9073,
12/18/2014,2018.98,2061.23,2018.98,2061.23,4703380000,2061.23,1198.01,0.8409,1.5667,1.2286,54.18,103.14,1.92,39.26,3398354,2649140,6047494,0.78,19.98,44.48,0,44.48,2048.31,1949.06,55.16,48.3400,44.2068,
12/17/2014,1973.77,2016.75,1973.77,2012.89,4942370000,2012.89,1188.66,0.8414,1.5568,1.233,56.43,103.14,1.92,39.26,2888765,3573143,6461908,1.24,19.52,0,0.14,0.14,2045.22,1948.14,40.37,44.0100,44.3155,
12/16/2014,1986.71,2016.89,1972.56,1972.74,4958680000,1972.74,1194.7,0.8584,1.5746,1.251,55.97,103.14,1.92,39.26,3250574,3175632,6426206,0.98,19.13,0,1.8,1.80,2044.50,1947.44,39.24,44.3300,36.7891,
12/15/2014,2005.03,2018.69,1982.26,1989.63,4361990000,1989.63,1193.06,0.8488,1.5643,1.2444,55.96,103.14,1.92,39.26,3326974,3504550,6831524,1.05,19.29,0,13.56,13.56,2047.99,1946.95,42.28,36.4300,33.1559,
12/12/2014,2030.36,2032.25,2002.33,2002.33,4157650000,2002.33,1221.48,0.8429,1.5717,1.2453,57.81,103.14,1.92,39.26,3152325,3551869,6704194,1.13,19.41,0,23.28,23.28,2050.64,1946.23,46.46,33.0000,29.5541,
12/11/2014,2027.92,2055.53,2027.92,2035.33,3917950000,2035.33,1226.93,0.8416,1.5727,1.2405,60.01,103.14,1.92,39.26,2395162,2381713,4776875,0.99,19.73,0,3.33,3.33,2053.63,1945.51,57.88,29.3900,35.2795,
12/10/2014,2058.86,2058.86,2024.26,2026.14,4114440000,2026.14,1224.89,0.848,1.5715,1.2445,60.99,103.14,1.92,39.26,2728777,2624739,5353516,0.96,19.64,0,1.74,1.74,2053.07,1944.61,61.40,35.5600,26.8450,
12/9/2014,2056.55,2060.6,2034.17,2059.82,3970150000,2059.82,1230.94,0.8366,1.5671,1.2377,63.74,103.14,1.92,39.26,2122867,2238968,4361835,1.05,19.97,0,15.18,15.18,2054.81,1943.70,63.32,26.4300,21.7336,
